epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.46618,0.4394,50000,10000,5.849,ok,
0,linear_svm,0.5254,0.3806,10000,10000,14.192,ok,
1,logistic_regression,0.2233,0.2073,50000,10000,3.088,ok,
1,linear_svm,0.233,0.1995,10000,10000,319.986,ok,
2,logistic_regression,0.4546,0.4266,50000,10000,5.931,ok,
2,linear_svm,0.5061,0.3905,10000,10000,313.714,ok,
3,logistic_regression,0.54498,0.5077,50000,10000,4.101,ok,
3,linear_svm,0.6018,0.4653,10000,10000,238.196,ok,
4,logistic_regression,0.64788,0.6139,50000,10000,4.459,ok,
4,linear_svm,0.7054,0.5751,10000,10000,36.31,ok,
5,logistic_regression,0.74424,0.7022,50000,10000,5.069,ok,
5,linear_svm,0.8009,0.6566,10000,10000,11.847,ok,
6,logistic_regression,0.78962,0.7518,50000,10000,4.674,ok,
6,linear_svm,0.8475,0.7116,10000,10000,9.98,ok,
7,logistic_regression,0.81938,0.7861,50000,10000,5.099,ok,
7,linear_svm,0.8789,0.7436,10000,10000,8.721,ok,
8,logistic_regression,0.84534,0.8006,50000,10000,4.937,ok,
8,linear_svm,0.8959,0.765,10000,10000,7.479,ok,
9,logistic_regression,0.8516,0.8107,50000,10000,5.268,ok,
9,linear_svm,0.8999,0.7725,10000,10000,7.327,ok,
10,logistic_regression,0.85096,0.8168,50000,10000,5.162,ok,
10,linear_svm,0.9028,0.7833,10000,10000,7.255,ok,
11,logistic_regression,0.87254,0.8315,50000,10000,4.434,ok,
11,linear_svm,0.9247,0.7963,10000,10000,6.759,ok,
12,logistic_regression,0.88198,0.8401,50000,10000,4.242,ok,
12,linear_svm,0.9336,0.8101,10000,10000,6.192,ok,
13,logistic_regression,0.87484,0.8301,50000,10000,4.612,ok,
13,linear_svm,0.9279,0.7951,10000,10000,6.77,ok,
14,logistic_regression,0.8816,0.8416,50000,10000,4.324,ok,
14,linear_svm,0.9296,0.8032,10000,10000,6.497,ok,
15,logistic_regression,0.87698,0.8374,50000,10000,4.531,ok,
15,linear_svm,0.9251,0.8022,10000,10000,6.223,ok,
16,logistic_regression,0.88404,0.8449,50000,10000,4.128,ok,
16,linear_svm,0.9296,0.8086,10000,10000,6.49,ok,
17,logistic_regression,0.87926,0.8391,50000,10000,4.068,ok,
17,linear_svm,0.9294,0.8024,10000,10000,6.306,ok,
18,logistic_regression,0.88616,0.8381,50000,10000,3.948,ok,
18,linear_svm,0.9379,0.8027,10000,10000,6.076,ok,
19,logistic_regression,0.88344,0.8393,50000,10000,4.374,ok,
19,linear_svm,0.9272,0.8072,10000,10000,6.338,ok,
20,logistic_regression,0.897,0.8548,50000,10000,4.348,ok,
20,linear_svm,0.9457,0.8232,10000,10000,5.681,ok,
22,logistic_regression,0.89384,0.8473,50000,10000,4.352,ok,
22,linear_svm,0.9415,0.8191,10000,10000,6.069,ok,
24,logistic_regression,0.89768,0.8594,50000,10000,4.536,ok,
24,linear_svm,0.9454,0.8296,10000,10000,5.894,ok,
26,logistic_regression,0.8972,0.8519,50000,10000,4.102,ok,
26,linear_svm,0.9433,0.8215,10000,10000,5.515,ok,
28,logistic_regression,0.90732,0.8576,50000,10000,3.935,ok,
28,linear_svm,0.9495,0.828,10000,10000,5.625,ok,
30,logistic_regression,0.90278,0.861,50000,10000,3.726,ok,
30,linear_svm,0.9536,0.8259,10000,10000,5.256,ok,
35,logistic_regression,0.90814,0.8612,50000,10000,4.757,ok,
35,linear_svm,0.9525,0.8328,10000,10000,4.979,ok,
40,logistic_regression,0.90846,0.8631,50000,10000,4.532,ok,
40,linear_svm,0.9526,0.8332,10000,10000,5.342,ok,
45,logistic_regression,0.90606,0.8613,50000,10000,4.698,ok,
45,linear_svm,0.9559,0.8351,10000,10000,5.321,ok,
50,logistic_regression,0.90516,0.8648,50000,10000,5.024,ok,
50,linear_svm,0.9508,0.8319,10000,10000,5.39,ok,
60,logistic_regression,0.9158,0.8735,50000,10000,4.725,ok,
60,linear_svm,0.9596,0.8463,10000,10000,4.731,ok,
70,logistic_regression,0.91482,0.8638,50000,10000,4.206,ok,
70,linear_svm,0.9579,0.8434,10000,10000,4.832,ok,
80,logistic_regression,0.91362,0.868,50000,10000,4.465,ok,
80,linear_svm,0.9553,0.839,10000,10000,5.219,ok,
90,logistic_regression,0.93742,0.89,50000,10000,3.421,ok,
90,linear_svm,0.9733,0.872,10000,10000,4.003,ok,
100,logistic_regression,0.94266,0.8917,50000,10000,2.935,ok,
100,linear_svm,0.978,0.8736,10000,10000,3.938,ok,
110,logistic_regression,0.94208,0.894,50000,10000,3.704,ok,
110,linear_svm,0.9773,0.8785,10000,10000,3.985,ok,
120,logistic_regression,0.95818,0.904,50000,10000,3.394,ok,
120,linear_svm,0.9881,0.8912,10000,10000,3.525,ok,
130,logistic_regression,0.96448,0.9082,50000,10000,2.712,ok,
130,linear_svm,0.9906,0.8931,10000,10000,3.104,ok,
135,logistic_regression,0.97274,0.9173,50000,10000,2.727,ok,
135,linear_svm,0.9939,0.9043,10000,10000,2.87,ok,
140,logistic_regression,0.97324,0.9133,50000,10000,2.766,ok,
140,linear_svm,0.9947,0.9012,10000,10000,2.951,ok,
145,logistic_regression,0.98098,0.9182,50000,10000,2.055,ok,
145,linear_svm,0.9973,0.9069,10000,10000,2.762,ok,
150,logistic_regression,0.98538,0.9197,50000,10000,1.896,ok,
150,linear_svm,0.999,0.9114,10000,10000,2.684,ok,
155,logistic_regression,0.9868,0.9201,50000,10000,1.936,ok,
155,linear_svm,0.9996,0.9168,10000,10000,2.574,ok,
160,logistic_regression,0.99292,0.9252,50000,10000,1.771,ok,
160,linear_svm,0.9998,0.921,10000,10000,2.402,ok,
165,logistic_regression,0.99574,0.9329,50000,10000,1.172,ok,
165,linear_svm,1.0,0.928,10000,10000,2.36,ok,
170,logistic_regression,0.9981,0.9325,50000,10000,0.624,ok,
170,linear_svm,1.0,0.9312,10000,10000,2.488,ok,
175,logistic_regression,0.99862,0.9405,50000,10000,0.265,ok,
175,linear_svm,1.0,0.9377,10000,10000,2.28,ok,
180,logistic_regression,0.99978,0.9444,50000,10000,0.108,ok,
180,linear_svm,1.0,0.9448,10000,10000,2.328,ok,
185,logistic_regression,0.99998,0.946,50000,10000,0.107,ok,
185,linear_svm,1.0,0.946,10000,10000,2.229,ok,
190,logistic_regression,1.0,0.9474,50000,10000,0.096,ok,
190,linear_svm,1.0,0.9483,10000,10000,2.169,ok,
195,logistic_regression,1.0,0.949,50000,10000,0.087,ok,
195,linear_svm,1.0,0.9479,10000,10000,2.277,ok,
200,logistic_regression,1.0,0.9482,50000,10000,0.086,ok,
200,linear_svm,1.0,0.9482,10000,10000,2.188,ok,
